HJD,UT Date,Camera,FWHM,Limit,mag,mag_err,flux(mJy),flux_err,Filter
2458853.71796,2020-01-05.2133553,bq,1.53,16.729,15.217,0.054,2.974,0.148,g
2458853.71918,2020-01-05.2145682,bq,1.48,16.724,15.278,0.058,2.813,0.149,g
2458854.56594,2020-01-06.0613570,bi,1.65,15.896,15.389,0.137,2.537,0.318,g
2458854.56715,2020-01-06.0625672,bi,1.65,15.949,15.163,0.106,3.124,0.303,g
2458854.56838,2020-01-06.0638021,bi,1.63,15.936,15.432,0.138,2.440,0.307,g
2458854.74225,2020-01-06.2376721,bA,2.05,16.283,15.251,0.085,2.879,0.223,g
2458854.74353,2020-01-06.2389585,bA,2.10,16.126,15.262,0.099,2.850,0.258,g
2458854.74480,2020-01-06.2402288,bA,2.10,16.312,15.234,0.081,2.926,0.217,g
2458857.34827,2020-01-08.8437777,bm,1.60,15.701,15.125,0.129,3.236,0.381,g
2458857.63272,2020-01-09.1282442,bE,1.49,15.880,15.419,0.143,2.467,0.323,g
2458857.63399,2020-01-09.1295134,bE,1.56,15.895,15.505,0.153,2.280,0.319,g
2458857.63527,2020-01-09.1307893,bE,1.58,15.873,15.194,0.117,3.036,0.325,g
2458859.56557,2020-01-11.0611623,bi,1.65,15.786,15.352,0.147,2.625,0.352,g
2458859.56679,2020-01-11.0623819,bi,1.68,15.880,15.521,0.157,2.249,0.323,g
2458859.56800,2020-01-11.0636013,bi,1.51,15.739,15.455,0.169,2.390,0.368,g
2458862.50048,2020-01-13.9962033,bm,1.60,15.994,15.398,0.126,2.517,0.291,g
2458862.50170,2020-01-13.9974162,bm,1.61,15.862,15.748,0.197,1.824,0.328,g
2458862.50292,2020-01-13.9986381,bm,1.61,16.073,15.536,0.134,2.215,0.271,g
2458863.50056,2020-01-14.9963188,bm,1.58,16.121,15.255,0.099,2.869,0.259,g
2458863.50179,2020-01-14.9975466,bm,1.61,16.067,15.040,0.085,3.498,0.272,g
2458863.50301,2020-01-14.9987685,bm,1.52,16.080,15.101,0.089,3.308,0.269,g
2458864.49580,2020-01-15.9916053,bm,1.64,16.365,15.372,0.088,2.579,0.207,g
2458864.49705,2020-01-15.9928567,bm,1.57,16.249,15.343,0.095,2.646,0.230,g
2458864.49826,2020-01-15.9940636,bm,1.65,16.172,15.226,0.092,2.949,0.247,g
2458864.55404,2020-01-16.0498471,bE,1.54,17.016,15.286,0.044,2.789,0.114,g
2458864.55531,2020-01-16.0511146,bE,1.54,16.895,15.255,0.048,2.872,0.127,g
2458864.74320,2020-01-16.2390115,bi,1.39,16.416,15.290,0.078,2.778,0.197,g
2458864.74441,2020-01-16.2402371,bi,1.38,16.384,15.319,0.082,2.709,0.203,g
2458864.74564,2020-01-16.2414576,bi,1.40,16.469,15.286,0.074,2.791,0.188,g
2458864.92211,2020-01-16.4179473,bA,1.72,16.894,15.168,0.045,3.108,0.127,g
2458864.92339,2020-01-16.4192209,bA,1.66,16.744,15.182,0.052,3.071,0.146,g
2458864.92468,2020-01-16.4205096,bA,1.66,16.635,15.281,0.063,2.803,0.162,g
2458865.47799,2020-01-16.9738358,bm,1.57,16.549,15.271,0.067,2.828,0.175,g
2458865.47920,2020-01-16.9750540,bm,1.54,16.436,15.245,0.073,2.896,0.194,g
2458865.48041,2020-01-16.9762618,bm,1.60,16.476,15.286,0.073,2.790,0.187,g
2458866.91986,2020-01-18.4157940,bA,1.74,17.376,15.382,0.035,2.552,0.082,g
2458866.92115,2020-01-18.4170776,bA,1.73,17.389,15.474,0.037,2.346,0.081,g
2458866.92244,2020-01-18.4183603,bA,1.75,17.478,15.395,0.032,2.524,0.075,g
2458867.90207,2020-01-19.3980484,bA,1.99,17.397,15.368,0.034,2.587,0.080,g
2458867.90334,2020-01-19.3993130,bA,1.98,17.274,15.443,0.040,2.416,0.090,g
2458867.90461,2020-01-19.4005813,bA,1.75,17.222,15.391,0.040,2.533,0.094,g
2458868.89866,2020-01-20.3946827,bA,1.72,17.283,15.283,0.035,2.797,0.089,g
2458868.89994,2020-01-20.3959667,bA,1.73,17.282,15.300,0.035,2.756,0.089,g
2458868.90121,2020-01-20.3972292,bA,1.72,17.304,15.347,0.036,2.639,0.088,g
2458869.89148,2020-01-21.3875510,bA,1.72,17.350,15.295,0.033,2.766,0.084,g
2458869.89275,2020-01-21.3888296,bA,1.67,17.389,15.302,0.032,2.749,0.081,g
2458869.89403,2020-01-21.3901078,bA,1.66,17.314,15.311,0.035,2.725,0.087,g
2458870.90177,2020-01-22.3978987,bA,1.69,17.293,15.257,0.033,2.865,0.089,g
2458870.90305,2020-01-22.3991741,bA,1.71,17.377,15.273,0.031,2.822,0.082,g
2458870.90432,2020-01-22.4004516,bA,1.68,17.301,15.232,0.032,2.933,0.088,g
2458871.56619,2020-01-23.0623496,bi,1.47,16.663,15.293,0.062,2.772,0.158,g
2458871.56740,2020-01-23.0635668,bi,1.45,16.746,15.326,0.059,2.691,0.146,g
2458871.56863,2020-01-23.0647960,bi,1.45,16.717,15.356,0.062,2.618,0.150,g
2458871.89200,2020-01-23.3881809,bA,1.77,17.384,15.406,0.035,2.499,0.081,g
2458871.89327,2020-01-23.3894543,bA,1.71,17.361,15.456,0.038,2.385,0.083,g
2458871.89455,2020-01-23.3907314,bA,1.72,17.383,15.412,0.036,2.485,0.081,g
2458872.88857,2020-01-24.3848025,bA,1.70,17.405,15.466,0.037,2.364,0.080,g
2458872.88984,2020-01-24.3860737,bA,1.69,17.453,15.460,0.035,2.376,0.076,g
2458873.43151,2020-01-24.9277812,bm,1.55,16.660,15.468,0.073,2.361,0.158,g
2458873.43274,2020-01-24.9290043,bm,1.55,16.720,15.304,0.059,2.744,0.149,g
2458873.43395,2020-01-24.9302175,bm,1.49,16.728,15.309,0.059,2.730,0.148,g
2458873.88518,2020-01-25.3814826,bA,1.98,17.317,15.275,0.033,2.820,0.086,g
2458873.88647,2020-01-25.3827619,bA,1.72,17.355,15.350,0.034,2.632,0.084,g
2458873.88774,2020-01-25.3840478,bA,1.78,17.317,15.282,0.033,2.802,0.087,g
2458874.41526,2020-01-25.9115836,bm,1.60,16.864,15.272,0.050,2.824,0.131,g
2458874.41649,2020-01-25.9128090,bm,1.58,16.831,15.397,0.058,2.519,0.135,g
2458874.41778,2020-01-25.9141048,bm,1.59,16.815,15.211,0.050,2.992,0.137,g
2458874.88140,2020-01-26.3777489,bA,1.68,17.358,15.292,0.033,2.774,0.083,g
2458874.88267,2020-01-26.3790273,bA,1.69,17.357,15.278,0.032,2.812,0.083,g
2458874.88395,2020-01-26.3803034,bA,1.68,17.238,15.294,0.036,2.769,0.093,g
2458875.40279,2020-01-26.8991744,bm,2.10,16.704,15.305,0.060,2.742,0.152,g
2458875.40401,2020-01-26.9003965,bm,2.13,16.846,15.290,0.052,2.781,0.133,g
2458875.87790,2020-01-27.3743171,bA,1.74,17.269,15.255,0.034,2.871,0.090,g
2458875.87919,2020-01-27.3755983,bA,1.71,17.293,15.308,0.035,2.733,0.088,g
2458875.88047,2020-01-27.3768798,bA,1.70,17.264,15.297,0.036,2.762,0.091,g
2458876.40956,2020-01-27.9060025,bm,1.46,99.990,99.990,99.990,99.990,99.990,g
2458876.41077,2020-01-27.9072115,bm,1.49,99.990,99.990,99.990,99.990,99.990,g
2458876.41199,2020-01-27.9084318,bm,1.50,16.766,15.210,0.052,2.995,0.144,g
2458876.87046,2020-01-28.3669320,bA,1.73,17.302,15.309,0.035,2.730,0.088,g
2458876.87173,2020-01-28.3682,bA,1.74,17.212,15.231,0.035,2.936,0.095,g
2458876.87301,2020-01-28.3694863,bA,1.73,17.282,15.274,0.034,2.822,0.089,g
2458877.39488,2020-01-28.8913790,bm,1.48,16.865,15.644,0.071,2.006,0.131,g
2458877.39610,2020-01-28.8925964,bm,1.49,16.937,15.678,0.069,1.945,0.122,g
2458877.39731,2020-01-28.8938134,bm,1.51,17.067,15.806,0.068,1.729,0.108,g
2458877.87502,2020-01-29.3715530,bA,1.70,17.291,15.436,0.040,2.430,0.088,g
2458877.87630,2020-01-29.3728313,bA,1.72,17.298,15.388,0.038,2.541,0.088,g
2458877.87757,2020-01-29.3741069,bA,1.73,17.263,15.381,0.039,2.556,0.091,g
2458878.42370,2020-01-29.9202636,bm,1.48,16.784,15.461,0.065,2.374,0.141,g
2458878.87140,2020-01-30.3679959,bA,1.65,17.055,15.336,0.045,2.665,0.110,g
2458878.87268,2020-01-30.3692704,bA,1.67,17.052,15.373,0.047,2.576,0.110,g
2458878.87396,2020-01-30.3705496,bA,1.67,17.085,15.316,0.043,2.714,0.107,g
2458879.41567,2020-01-30.9122968,bm,1.54,16.695,15.251,0.058,2.883,0.153,g
2458879.41689,2020-01-30.9135199,bm,1.53,16.789,15.160,0.049,3.133,0.140,g
2458879.41811,2020-01-30.9147336,bm,1.54,16.785,15.281,0.055,2.802,0.141,g
2458879.65237,2020-01-31.1490089,bi,1.50,16.785,15.234,0.052,2.928,0.141,g
2458879.65359,2020-01-31.1502284,bi,1.46,16.683,15.178,0.055,3.084,0.155,g
2458879.65482,2020-01-31.1514611,bi,1.44,16.661,15.363,0.066,2.600,0.158,g
2458879.81716,2020-01-31.3138119,bA,1.67,16.323,15.238,0.081,2.917,0.215,g
2458879.81844,2020-01-31.3150937,bA,1.66,16.458,15.369,0.080,2.585,0.190,g
2458879.81971,2020-01-31.3163697,bA,1.65,16.391,15.250,0.077,2.884,0.202,g
2458880.40523,2020-01-31.9019263,bm,1.55,16.486,15.200,0.067,3.019,0.185,g
2458880.40645,2020-01-31.9031436,bm,1.50,16.141,15.159,0.089,3.137,0.254,g
2458880.40767,2020-01-31.9043585,bm,1.50,16.431,15.383,0.083,2.552,0.195,g
2458880.69666,2020-02-01.1933674,bi,1.38,16.703,15.343,0.062,2.648,0.152,g
2458880.69788,2020-02-01.1945893,bi,1.40,16.598,15.399,0.072,2.515,0.167,g
2458880.69913,2020-02-01.1958414,bi,1.40,16.670,15.263,0.060,2.850,0.156,g
2458880.87511,2020-02-01.3718405,bA,2.03,16.190,15.262,0.093,2.851,0.243,g
2458880.87640,2020-02-01.3731160,bA,2.01,16.283,15.230,0.083,2.940,0.223,g
2458880.87766,2020-02-01.3743824,bA,2.00,17.059,15.220,0.040,2.965,0.109,g
2458881.77989,2020-02-02.2766728,bq,1.45,16.215,15.207,0.087,3.000,0.238,g
2458881.78113,2020-02-02.2779065,bq,1.44,16.460,15.273,0.073,2.824,0.190,g
2458881.78234,2020-02-02.2791297,bq,1.43,16.540,15.385,0.076,2.548,0.176,g
2458882.77745,2020-02-03.2742892,bq,1.50,16.469,15.554,0.094,2.180,0.188,g
2458882.77865,2020-02-03.2755030,bq,1.51,16.607,15.658,0.091,1.982,0.165,g
2458882.77988,2020-02-03.2767251,bq,1.54,16.538,15.546,0.088,2.196,0.176,g
2458883.54511,2020-02-04.0420047,bi,1.47,16.320,15.292,0.085,2.776,0.216,g
2458883.54633,2020-02-04.0432300,bi,1.40,16.312,15.524,0.106,2.242,0.217,g
2458883.54755,2020-02-04.0444468,bi,1.40,16.432,15.401,0.085,2.509,0.194,g
2458883.71619,2020-02-04.2131030,bA,2.06,16.164,15.518,0.121,2.252,0.249,g
2458885.58476,2020-02-06.0817981,bi,1.60,16.059,15.126,0.093,3.233,0.274,g
2458885.58599,2020-02-06.0830285,bi,1.63,16.045,15.623,0.149,2.046,0.278,g
2458885.58721,2020-02-06.0842553,bi,1.56,15.987,15.431,0.131,2.441,0.293,g
2458886.58034,2020-02-07.0774479,bi,1.44,16.002,15.223,0.107,2.959,0.289,g
2458886.58157,2020-02-07.0786760,bi,1.45,15.963,15.267,0.115,2.840,0.299,g
2458886.58279,2020-02-07.0798971,bi,1.45,15.987,15.175,0.104,3.090,0.293,g
2458888.39415,2020-02-08.8913954,bm,1.51,16.051,15.695,0.158,1.914,0.276,g
2458888.39537,2020-02-08.8926151,bm,2.00,15.593,>15.593,99.990,1.914,0.421,g
2458888.39659,2020-02-08.8938295,bm,1.61,15.569,15.516,0.209,2.256,0.430,g
2458888.82974,2020-02-09.3270127,bA,2.05,15.799,15.670,0.195,1.959,0.348,g
2458888.83102,2020-02-09.3282856,bA,1.99,15.931,15.613,0.164,2.063,0.308,g
2458888.83229,2020-02-09.3295627,bA,2.05,15.967,15.883,0.203,1.610,0.298,g
2458889.41048,2020-02-09.9077888,bm,1.57,15.576,15.572,0.219,2.143,0.427,g
2458889.41171,2020-02-09.9090224,bm,1.63,15.505,15.145,0.157,3.178,0.456,g
2458889.41293,2020-02-09.9102385,bm,1.54,15.603,15.235,0.156,2.924,0.417,g
2458890.40112,2020-02-10.8985060,bm,1.60,15.920,15.500,0.149,2.291,0.311,g
2458890.40234,2020-02-10.8997244,bm,1.50,15.960,15.336,0.123,2.666,0.300,g
2458890.40356,2020-02-10.9009449,bm,1.52,15.902,15.285,0.124,2.793,0.317,g
2458891.40343,2020-02-11.9008939,bm,1.54,99.990,99.990,99.990,99.990,99.990,g
2458891.40465,2020-02-11.9021100,bm,1.60,16.271,15.237,0.085,2.918,0.226,g
2458891.40587,2020-02-11.9033273,bm,1.52,16.172,15.277,0.096,2.813,0.247,g
2458891.67276,2020-02-12.1702372,bE,1.46,16.140,15.174,0.090,3.094,0.255,g
2458891.67405,2020-02-12.1715280,bE,1.45,16.044,14.948,0.080,3.807,0.278,g
2458891.67532,2020-02-12.1728025,bE,1.52,16.268,15.351,0.094,2.629,0.226,g
2458892.44303,2020-02-12.9405689,bm,1.63,15.976,14.947,0.085,3.813,0.296,g
2458892.44425,2020-02-12.9417815,bm,1.51,15.812,15.120,0.116,3.252,0.344,g
2458892.67042,2020-02-13.1679795,bi,1.60,15.980,15.142,0.101,3.185,0.295,g
2458892.67288,2020-02-13.1704305,bi,1.52,15.741,15.235,0.137,2.924,0.367,g
2458893.39433,2020-02-13.8919343,bm,1.53,16.457,15.515,0.092,2.261,0.190,g
2458893.39555,2020-02-13.8931539,bm,1.50,16.490,15.538,0.091,2.212,0.184,g
2458893.39676,2020-02-13.8943677,bm,1.56,16.381,15.474,0.095,2.347,0.204,g
2458893.65004,2020-02-14.1476645,bi,1.39,16.539,15.732,0.104,1.850,0.176,g
2458893.65247,2020-02-14.1500975,bi,1.33,16.460,15.602,0.099,2.086,0.189,g
2458894.38997,2020-02-14.8876494,bm,1.51,16.800,15.462,0.064,2.374,0.139,g
2458894.39119,2020-02-14.8888688,bm,1.52,16.823,15.552,0.068,2.185,0.136,g
2458894.39240,2020-02-14.8900776,bm,1.51,16.705,15.407,0.066,2.496,0.151,g
2458896.40859,2020-02-16.9064295,bm,1.60,16.619,15.237,0.061,2.920,0.164,g
2458896.40998,2020-02-16.9078278,bm,1.50,16.605,15.270,0.064,2.832,0.166,g
2458897.23311,2020-02-17.8881165,bm,2.01,16.772,15.230,0.053,2.936,0.142,g
2458897.23311,2020-02-17.8869037,bm,1.66,16.724,15.274,0.057,2.822,0.149,g
2458897.23311,2020-02-17.8856923,bm,1.67,16.803,15.390,0.059,2.537,0.138,g
2458901.28526,2020-02-21.7834868,bm,1.56,16.847,15.221,0.049,2.962,0.133,g
2458901.28653,2020-02-21.7847523,bm,1.56,16.765,15.181,0.051,3.074,0.143,g
2458901.28774,2020-02-21.7859673,bm,1.52,16.812,15.113,0.046,3.272,0.137,g
2458903.52671,2020-02-24.0251175,bE,1.55,16.987,15.221,0.043,2.963,0.117,g
2458903.52798,2020-02-24.0263857,bE,1.52,16.818,15.145,0.047,3.175,0.137,g
2458903.52925,2020-02-24.0276656,bE,1.50,16.874,15.264,0.050,2.847,0.130,g
2458904.71399,2020-02-25.2124952,bq,1.60,17.027,15.788,0.070,1.756,0.112,g
2458904.71520,2020-02-25.2137114,bq,1.62,17.000,15.722,0.067,1.867,0.115,g
2458904.71641,2020-02-25.2149224,bq,1.61,17.019,15.659,0.062,1.978,0.113,g
2458909.25727,2020-02-29.7561581,bm,1.69,16.392,15.302,0.080,2.748,0.202,g
2458909.25848,2020-02-29.7573658,bm,1.68,16.557,15.712,0.101,1.884,0.173,g
2458909.25969,2020-02-29.7585806,bm,1.80,16.399,15.485,0.094,2.322,0.200,g
2458910.51273,2020-03-02.0117259,bE,2.30,16.541,15.415,0.078,2.478,0.176,g
2458910.51400,2020-03-02.0129964,bE,2.28,16.574,15.627,0.092,2.038,0.171,g
2458910.51527,2020-03-02.0142717,bE,2.29,16.685,15.286,0.060,2.790,0.154,g
2458914.34366,2020-03-05.8429768,bm,2.15,15.515,>15.515,99.990,1.743,0.452,g
2458914.34488,2020-03-05.8442011,bm,2.13,15.524,>15.524,99.990,1.460,0.448,g
2458914.34610,2020-03-05.8454185,bm,2.15,15.509,15.295,0.180,2.767,0.455,g
2458915.56133,2020-03-07.0607525,bE,1.49,16.148,>16.148,99.990,1.212,0.252,g
2458915.56260,2020-03-07.0620210,bE,1.55,16.261,16.093,0.188,1.328,0.227,g
2458915.56387,2020-03-07.0632931,bE,1.46,16.182,15.907,0.170,1.574,0.245,g
2458918.73270,2020-03-10.2324050,bA,1.99,16.451,15.188,0.068,3.053,0.191,g
2458918.73399,2020-03-10.2336916,bA,2.01,16.413,15.374,0.084,2.573,0.198,g
2458918.73528,2020-03-10.2349775,bA,2.00,16.416,15.402,0.086,2.506,0.197,g
2458919.66559,2020-03-11.1653670,bq,1.51,15.794,15.168,0.123,3.109,0.350,g
2458919.66680,2020-03-11.1665850,bq,1.59,15.535,15.126,0.150,3.233,0.444,g
2458920.59752,2020-03-12.0973898,bE,1.56,16.259,16.080,0.186,1.343,0.228,g
2458920.59880,2020-03-12.0986656,bE,1.44,16.217,15.685,0.134,1.931,0.237,g
2458920.60007,2020-03-12.0999402,bE,1.43,16.143,15.952,0.184,1.510,0.253,g
2458921.54109,2020-03-13.0410295,bE,1.43,16.948,15.366,0.051,2.592,0.121,g
2458921.54238,2020-03-13.0423267,bE,1.47,16.966,15.290,0.047,2.780,0.119,g
2458921.54366,2020-03-13.0435957,bE,1.45,16.821,15.447,0.062,2.407,0.136,g
2458923.63016,2020-03-15.1302839,bq,1.53,16.941,15.204,0.044,3.010,0.122,g
2458923.63138,2020-03-15.1315082,bq,1.50,16.910,15.175,0.044,3.088,0.126,g
2458923.63263,2020-03-15.1327486,bq,1.46,16.963,15.204,0.043,3.009,0.119,g
2458924.58520,2020-03-16.0854111,bE,1.58,16.763,15.147,0.049,3.171,0.144,g
2458924.58649,2020-03-16.0867011,bE,1.55,16.845,15.196,0.048,3.031,0.133,g
2458924.58778,2020-03-16.0879858,bE,1.58,16.812,15.075,0.044,3.388,0.137,g
2458925.55807,2020-03-17.0583535,bi,1.45,16.723,15.724,0.087,1.865,0.149,g
2458925.55928,2020-03-17.0595768,bi,1.47,16.797,15.819,0.089,1.707,0.139,g
2458925.56050,2020-03-17.0607903,bi,1.49,16.863,15.682,0.074,1.938,0.131,g
2458930.72265,2020-03-22.2233862,bA,2.41,16.036,15.098,0.092,3.316,0.280,g
2458930.72394,2020-03-22.2246797,bA,2.37,16.446,15.219,0.071,2.968,0.192,g
2458930.72524,2020-03-22.2259785,bA,2.36,16.477,15.101,0.062,3.308,0.187,g
2458932.63496,2020-03-24.1358679,bq,1.55,16.859,15.420,0.058,2.465,0.132,g
2458932.63618,2020-03-24.1370851,bq,1.52,16.837,15.380,0.057,2.558,0.134,g
2458932.63739,2020-03-24.1382998,bq,1.52,16.858,15.435,0.059,2.432,0.131,g
2459046.67647,2020-07-16.1808628,bm,1.63,16.190,15.357,0.102,2.614,0.243,g
2459046.67770,2020-07-16.1820896,bm,1.69,16.301,15.275,0.085,2.818,0.219,g
2459046.67893,2020-07-16.1833209,bm,1.58,16.198,15.483,0.113,2.329,0.241,g
2459050.67325,2020-07-20.1774505,bm,2.13,16.529,15.940,0.127,1.528,0.178,g
2459050.67451,2020-07-20.1787111,bm,2.13,16.454,15.993,0.143,1.455,0.190,g
2459050.67574,2020-07-20.1799422,bm,2.13,16.583,15.667,0.094,1.964,0.169,g
2459054.65776,2020-07-24.1617584,bm,1.63,16.534,15.197,0.064,3.030,0.177,g
2459054.65906,2020-07-24.1630671,bm,1.62,16.587,15.312,0.068,2.724,0.169,g
2459054.66042,2020-07-24.1644311,bm,1.64,16.525,15.276,0.069,2.816,0.179,g
2459059.65979,2020-07-29.1635252,bm,1.65,16.600,15.229,0.062,2.939,0.167,g
2459059.66100,2020-07-29.1647318,bm,1.61,16.663,15.187,0.056,3.055,0.157,g
2459059.66222,2020-07-29.1659464,bm,1.64,16.630,15.236,0.061,2.922,0.162,g
2459071.11357,2020-08-09.6165731,bA,1.68,16.450,15.221,0.071,2.963,0.191,g
2459071.11481,2020-08-09.6178149,bA,1.64,16.379,15.251,0.078,2.881,0.204,g
2459071.11606,2020-08-09.6190533,bA,1.69,16.380,15.334,0.084,2.668,0.204,g
2459073.11510,2020-08-11.6179646,bA,1.66,16.563,15.509,0.083,2.273,0.172,g
2459073.11636,2020-08-11.6192119,bA,1.71,16.680,15.459,0.071,2.381,0.155,g
2459073.11760,2020-08-11.6204532,bA,1.66,16.674,15.568,0.079,2.154,0.156,g
2459074.97400,2020-08-13.4767189,bq,1.48,15.331,15.137,0.183,3.200,0.535,g
2459078.12036,2020-08-16.6228542,bA,1.71,17.041,15.519,0.054,2.252,0.111,g
2459078.12161,2020-08-16.6240984,bA,1.68,17.122,15.481,0.048,2.332,0.103,g
2459078.12285,2020-08-16.6253369,bA,1.68,16.997,15.549,0.058,2.188,0.116,g
2459079.97382,2020-08-18.4761741,bq,1.48,15.620,14.797,0.103,4.379,0.411,g
2459079.97505,2020-08-18.4773995,bq,1.46,15.571,14.941,0.123,3.831,0.430,g
2459079.97626,2020-08-18.4786134,bq,1.55,15.495,15.165,0.162,3.117,0.461,g
2459083.61961,2020-08-22.1216753,bm,1.60,16.682,15.444,0.070,2.412,0.155,g
2459083.62082,2020-08-22.1228947,bm,1.61,16.772,15.488,0.067,2.316,0.142,g
2459083.62203,2020-08-22.1241052,bm,1.53,16.722,15.477,0.069,2.340,0.149,g
2459085.13562,2020-08-23.6375672,bA,1.99,15.988,15.039,0.092,3.501,0.293,g
2459086.59429,2020-08-25.0961284,bm,1.50,16.702,15.324,0.061,2.694,0.152,g
2459086.59551,2020-08-25.0973491,bm,1.50,16.827,15.278,0.052,2.810,0.135,g
2459086.59674,2020-08-25.0985710,bm,1.53,16.819,15.277,0.053,2.813,0.137,g
2459089.08211,2020-08-27.5837576,bA,1.69,17.149,15.469,0.047,2.358,0.101,g
2459089.08337,2020-08-27.5850030,bA,1.65,17.152,15.490,0.047,2.312,0.100,g
2459089.08461,2020-08-27.5862427,bA,1.69,17.246,15.616,0.049,2.060,0.092,g
2459091.08125,2020-08-29.5827195,bA,1.75,17.243,15.237,0.034,2.916,0.092,g
2459091.08250,2020-08-29.5839726,bA,1.70,17.168,15.284,0.039,2.797,0.099,g
2459091.08374,2020-08-29.5852097,bA,1.73,17.109,15.182,0.037,3.072,0.105,g
2459094.05200,2020-09-01.5532309,bA,1.62,15.663,15.294,0.156,2.771,0.394,g
2459094.05324,2020-09-01.5544653,bA,2.01,15.693,15.483,0.181,2.327,0.384,g
2459094.05448,2020-09-01.5557071,bA,2.03,15.724,15.522,0.182,2.246,0.373,g
2459095.06765,2020-09-02.5687964,bA,1.78,15.859,15.698,0.189,1.909,0.329,g
2459095.06889,2020-09-02.5700368,bA,2.00,15.920,15.098,0.103,3.317,0.311,g
2459095.07013,2020-09-02.5712810,bA,1.75,15.961,15.558,0.151,2.172,0.300,g
2459097.05015,2020-09-04.5511400,bA,1.62,16.110,15.381,0.112,2.555,0.261,g
2459097.05141,2020-09-04.5523902,bA,1.63,15.947,15.162,0.106,3.127,0.304,g
2459097.05265,2020-09-04.5536342,bA,1.67,15.949,15.337,0.125,2.662,0.303,g
2459099.08053,2020-09-06.5813307,bA,1.76,16.271,15.446,0.102,2.408,0.225,g
2459099.08175,2020-09-06.5825678,bA,1.75,16.393,15.442,0.091,2.416,0.201,g
2459099.08301,2020-09-06.5838107,bA,1.79,16.271,15.667,0.126,1.963,0.225,g
2459103.03821,2020-09-10.5386738,bA,1.66,16.678,15.339,0.064,2.659,0.155,g
2459103.03946,2020-09-10.5399248,bA,1.67,16.705,15.211,0.055,2.989,0.151,g
2459103.04071,2020-09-10.5411773,bA,1.66,16.611,15.199,0.060,3.022,0.165,g
2459106.06120,2020-09-13.5614114,bA,1.65,17.206,15.464,0.044,2.369,0.095,g
2459106.06244,2020-09-13.5626490,bA,1.70,17.162,15.385,0.043,2.547,0.099,g
2459106.06368,2020-09-13.5638906,bA,1.70,17.110,15.276,0.040,2.817,0.104,g
2459108.04118,2020-09-15.5412178,bA,1.75,17.330,15.330,0.035,2.678,0.085,g
2459108.04243,2020-09-15.5424704,bA,1.99,17.173,15.309,0.039,2.731,0.098,g
2459108.04368,2020-09-15.5437203,bA,1.73,17.290,15.359,0.037,2.608,0.088,g
2459112.00762,2020-09-19.5073329,bA,1.82,13.743,>13.743,99.990,2.337,2.312,g
2459112.00887,2020-09-19.5085723,bA,1.78,15.384,15.098,0.169,3.316,0.513,g
2459112.01011,2020-09-19.5098091,bA,1.79,16.206,15.178,0.086,3.082,0.243,g
2459112.52232,2020-09-20.0219796,bm,1.55,16.509,15.358,0.076,2.611,0.181,g
2459112.52375,2020-09-20.0234075,bm,1.60,16.451,15.207,0.070,3.000,0.191,g
2459112.52498,2020-09-20.0246362,bm,1.57,99.990,99.990,99.990,99.990,99.990,g
2459116.50850,2020-09-24.0078148,bm,1.48,16.658,15.744,0.094,1.830,0.158,g
2459116.50970,2020-09-24.0090275,bm,1.53,16.770,15.602,0.075,2.086,0.143,g
2459116.51093,2020-09-24.0102496,bm,1.49,16.682,15.747,0.092,1.826,0.154,g
2459120.08329,2020-09-27.5823023,bA,1.66,17.064,15.391,0.047,2.533,0.109,g
2459120.08453,2020-09-27.5835456,bA,1.70,15.951,15.409,0.133,2.491,0.303,g
2459120.08577,2020-09-27.5847899,bA,1.67,16.712,15.479,0.070,2.338,0.151,g
2459121.55211,2020-09-29.0510020,bm,2.02,15.980,15.365,0.124,2.596,0.295,g
2459121.55332,2020-09-29.0522133,bm,2.03,16.217,15.633,0.128,2.028,0.237,g
2459121.55454,2020-09-29.0534318,bm,2.02,16.199,15.874,0.163,1.623,0.241,g
2459123.98197,2020-10-01.4806571,bA,2.08,15.775,15.409,0.156,2.493,0.356,g
2459123.98321,2020-10-01.4819059,bA,2.06,15.814,15.278,0.134,2.809,0.343,g
2459125.87401,2020-10-03.3725410,bq,1.54,15.733,15.002,0.112,3.623,0.371,g
2459125.87522,2020-10-03.3737559,bq,1.55,15.965,15.466,0.139,2.362,0.299,g
2459125.87643,2020-10-03.3749708,bq,1.53,15.738,15.480,0.173,2.333,0.368,g
2459127.05925,2020-10-04.5576934,bA,2.14,16.277,15.520,0.109,2.250,0.224,g
2459127.06049,2020-10-04.5589398,bA,2.16,16.263,15.514,0.110,2.260,0.227,g
2459127.06173,2020-10-04.5601796,bA,2.21,16.188,15.417,0.108,2.473,0.243,g
2459128.83775,2020-10-06.3360557,bq,1.61,15.477,14.946,0.134,3.816,0.469,g
2459128.83897,2020-10-06.3372704,bq,1.52,15.367,14.309,0.083,6.862,0.521,g
2459128.84020,2020-10-06.3384996,bq,1.55,15.484,15.109,0.155,3.286,0.466,g
2459130.08541,2020-10-07.5836004,bA,1.98,16.542,15.237,0.066,2.919,0.176,g
2459130.08665,2020-10-07.5848434,bA,1.72,16.603,15.207,0.061,3.000,0.166,g
2459130.08789,2020-10-07.5860843,bA,1.98,16.580,15.222,0.063,2.960,0.170,g
2459131.83281,2020-10-09.3308697,bq,1.47,16.041,15.593,0.145,2.102,0.279,g
